wave,course,respondent_id,question_id,question_short,response
T2,Course A,T2_A_08,Q14_equity,Q14_equity,"It does accommodates the needs of all students because its accessible to everyone and free, its also highly intelligent."
T2,Course A,T2_A_08,Q15_critthink,Q15_critthink,"AI tutor has affected my ability to think critically and solve problems by giving me examples about things I'm confused about and when I'm stuck on something it makes sure to be as descriptive as possible. When I would look up how an r code functions, it helped to explain very well step by step how to get to that. I would also insert the error messages too so it indicates how to fix them."
T2,Course A,T2_A_08,Q16_suggest,Q16_suggest,I think its all good.
T2,Course A,T2_A_09,Q12_balance,Q12_balance,It helps me seek help outside of class or during class if I don’t understand a specific question or forget an r script code/get an r script error.
T2,Course A,T2_A_09,Q13_features,Q13_features,I think the only thing that needs improvement is being able to save the link if you’ve uploaded images in your chat with it.
T2,Course A,T2_A_09,Q14_equity,Q14_equity,I think it accommodates all students equally but only if all of its features are well explained by the instructor which I don’t think it is most of the time.
T2,Course A,T2_A_09,Q15_critthink,Q15_critthink,"It helps when I’m stuck on a question and don’t know what the next step is, but it does make it hard to remember things on my own knowing I could just ask it the question."
T2,Course A,T2_A_09,Q16_suggest,Q16_suggest,Just improving the chat feature when including images to be able to share the link.
T2,Course A,T2_A_10,Q12_balance,Q12_balance,AI tools help me save time by quickly explaining concepts or summarizing info. But they can be a distraction if I rely on them too much.
T2,Course A,T2_A_10,Q13_features,Q13_features,The step-by-step help and instant feedback are most helpful like in math problems. It could improve at understanding questions better.
T2,Course A,T2_A_10,Q14_equity,Q14_equity,Not always. Some students may struggle if they’re not good at asking clear questions or if English isn’t their first language.
T2,Course A,T2_A_10,Q15_critthink,Q15_critthink,"One time it helped me catch a math mistake by asking the right questions. But when I used it too much for writing, I struggled to think on my own."
T2,Course A,T2_A_10,Q16_suggest,Q16_suggest,No
T2,Course A,T2_A_11,Q12_balance,Q12_balance,"If I'm under a time crunch, AI helps me to consolidate my time better such that I can break down concepts and rapidly tackle problems with more precision."
T2,Course A,T2_A_11,Q13_features,Q13_features,"I think the AI tutor is hugely dependent on the script it was created on initially; a more tailored, complete script would definitely help cater to the individuals' uses."
T2,Course A,T2_A_11,Q14_equity,Q14_equity,I do not think AI accommodates the needs of students equally because not all students are equal; I would say that the basic makings of example prompts should be taught before anything else.
T2,Course A,T2_A_11,Q15_critthink,Q15_critthink,"Sometimes the AI tutor incorporates methods of solving problems that are not so equivalent to a professor's teachings. I think it helps generate more trains of thought to better understand the concepts at hand; for example, in my Calculus 2 course, I sometimes ask the AI to guide me in the right direction of tackling certain problems. My class notes lead me in other directions, oftentimes different from what the AI generates, therefore it takes a longer time for me to try to understand a nuanced approach (AI approach)."
T2,Course A,T2_A_11,Q16_suggest,Q16_suggest,"I don't have any recommendations for the utilization of AI tutoring systems, though in the future, HSI-1 could have a more standardized model to utilize for all classes. This will probably take a lot of trial and error, not to mention more unbiased surveys from the students. I believe the model will never be perfect and will always need constant adjustment from the faculty; on the positive side of things, AI will continue to evolve to meet each and every persons' needs."
T2,Course A,T2_A_12,Q12_balance,Q12_balance,AI tools are able to help me with grammar when writing papers and explaining concepts I don't understand fully
T2,Course A,T2_A_12,Q13_features,Q13_features,"Grammar checks, features that need improvement is access, can't open certain links on AI tutor for custom gpt's"
T2,Course A,T2_A_12,Q14_equity,Q14_equity,I feel the AI Tutor accommodates all students needs equally
T2,Course A,T2_A_12,Q15_critthink,Q15_critthink,It provides a different POV and to think in a different way but I don't use it often as to come to my own conclusions
T2,Course A,T2_A_12,Q16_suggest,Q16_suggest,N/A
T2,Course B,T2_B_01,Q12_balance,Q12_balance,ai tools help me succeed because of th ease of access and how quickly i can get help
T2,Course B,T2_B_01,Q13_features,Q13_features,i like how well formatted and organized the ai forms the responses. it is not confusing in any way so i can follow along. and i can ask for clarification and it will give a detailed response
T2,Course B,T2_B_01,Q14_equity,Q14_equity,i feel like it can accomodate for every student equally
T2,Course B,T2_B_01,Q15_critthink,Q15_critthink,sometimes the ai gives more information than i ask it so i have to specifically ask it to not give certain information
T2,Course B,T2_B_01,Q16_suggest,Q16_suggest,none
T2,Course B,T2_B_02,Q12_balance,Q12_balance,"If I use AI tools to teach myself a concept it takes up a lot of my time, but when I use it to better understand a concept I get things done faster. To me, it really depends on how I use it and how well I already understand the concept."
T2,Course B,T2_B_02,Q13_features,Q13_features,"I find it most helpful that I can ask it any question I have without having to feel judged. Due to this, I get any doubts cleared and understand the concept better."
T2,Course B,T2_B_02,Q14_equity,Q14_equity,I feel it does since it adapts to each student’s needs depending on how it is prompted.
T2,Course B,T2_B_02,Q15_critthink,Q15_critthink,"It helps me understand concepts better but it takes me a while to complete assignments because at times I am so confused that I basically have to teach myself the concepts again. This frustrates me and after a while I just want to get the assignment done, whether I understand it or not."
T2,Course B,T2_B_02,Q16_suggest,Q16_suggest,Improve the AI’s ability to not spit out answers right away but rather continue to help the student out step by step.
T2,Course B,T2_B_03,Q12_balance,Q12_balance,I think it should be optional because sometimes I feel like it takes much more time to do the assignment when using the AI for every single question is a requirement
T2,Course B,T2_B_03,Q13_features,Q13_features,It’s helpful that it can provide guidance steps and pull notes from the book
T2,Course B,T2_B_03,Q14_equity,Q14_equity,Yes
T2,Course B,T2_B_03,Q15_critthink,Q15_critthink,Sometimes it’s still too confusing so I use YouTube videos to help
T2,Course B,T2_B_03,Q16_suggest,Q16_suggest,N/A
T2,Course B,T2_B_04,Q12_balance,Q12_balance,It helps me succeed in terms of minimizing ways to set up studying times and asking concept questions
T2,Course B,T2_B_04,Q13_features,Q13_features,The questions that it replicates and gives you different senarios
T2,Course B,T2_B_04,Q14_equity,Q14_equity,n/a
T2,Course B,T2_B_04,Q15_critthink,Q15_critthink,"Yes, and if I have a concern, it gives a straightforward answer and gives easy examples to follow and understand"
T2,Course B,T2_B_04,Q16_suggest,Q16_suggest,n/a
T2,Course B,T2_B_05,Q12_balance,Q12_balance,AI tools helped me do homework faster.
T2,Course B,T2_B_05,Q13_features,Q13_features,What I find the most helpful is that AI shows step by step solutions and it is simple to follow.
T2,Course B,T2_B_05,Q14_equity,Q14_equity,I feel like AI tutor accommodates the needs of all students equally because every student has an access to it.
T2,Course B,T2_B_05,Q15_critthink,Q15_critthink,AI tutor has affected my ability to solve problems independently because I can practice as much as I can with the help of AI.
T2,Course B,T2_B_05,Q16_suggest,Q16_suggest,None
T2,Course B,T2_B_06,Q12_balance,Q12_balance,Helps me to catch up when I’m behind on materials. Especially GPTs curated for specific chapters.
T2,Course B,T2_B_06,Q13_features,Q13_features,I have low confidence that the tutor is providing explanations like the professor.
T2,Course B,T2_B_06,Q14_equity,Q14_equity,Yes
T2,Course B,T2_B_06,Q15_critthink,Q15_critthink,-
T2,Course B,T2_B_06,Q16_suggest,Q16_suggest,None
T2,Course B,T2_B_07,Q12_balance,Q12_balance,"Considering my work-life-class balance, AI tools help me a ton since it is always available at any time and it is very difficult for me time-wise to go in person to other assistance offered to me."
T2,Course B,T2_B_07,Q13_features,Q13_features,"The features of the AI tutor that I found most helpful is that when it has the full answer and explanation, it can explain it well to me, but if it doesnt fully have everything it may struggle and get stuck. 

Ex: 

------------------------------------------
🎯 Step 4: Variance of nX(1)n X_{(1)}nX(1)​
------------------------------------------

We also know that for an exponential distribution:

Var(X(1))=1(nλ)2\text{Var}(X_{(1)}) = \frac{1}{(n\lambda)^2}Var(X(1)​)=(nλ)21​

So:

Var(nX(1))=n2⋅1(nλ)2=1λ2\text{Var}(n X_{(1)}) = n^2 \cdot \frac{1}{(n\lambda)^2} = \frac{1}{\lambda^2}Var(nX(1)​)=n2⋅(nλ)21​=λ21​

(Wait! This seems off — let's re-check it more carefully.)

Wait! Actually:

Var(X(1))=1(nλ)2soVar(nX(1))=n2⋅1(nλ)2=n2n2λ2=1λ2\text{Var}(X_{(1)}) = \frac{1}{(n\lambda)^2} \quad \text{so} \quad \text{Var}(n X_{(1)}) = n^2 \cdot \frac{1}{(n\lambda)^2} = \frac{n^2}{n^2 \lambda^2} = \frac{1}{\lambda^2}Var(X(1)​)=(nλ)21​soVar(nX(1)​)=n2⋅(nλ)21​=n2λ2n2​=λ21​

🤯 Oops! Wait again — we must be careful. That would be the variance of nX(1)nX_{(1)}nX(1)​ staying constant, not shrinking.

But in the review answer, we’re given:

Var(nX(1))=1λ2n\text{Var}(n X_{(1)}) = \frac{1}{\lambda^2 n}Var(nX(1)​)=λ2n1​

So what’s the correct version?

Let’s actually re-calculate using this:

------------------------------------------------------------
🔎 Real answer for Var(nX(1))\text{Var}(n X_{(1)})Var(nX(1)​)
------------------------------------------------------------

If X(1)∼Exponential(nλ)X_{(1)} \sim \text{Exponential}(n\lambda)X(1)​∼Exponential(nλ), then:

*

E[X(1)]=1nλ\mathbb{E}[X_{(1)}] = \frac{1}{n\lambda}E[X(1)​]=nλ1​

*

Var(X(1))=1(nλ)2\text{Var}(X_{(1)}) = \frac{1}{(n\lambda)^2}Var(X(1)​)=(nλ)21​

Then multiply both mean and variance by nnn:

*

E[nX(1)]=n⋅1nλ=1λ\mathbb{E}[n X_{(1)}] = n \cdot \frac{1}{n\lambda} = \frac{1}{\lambda}E[nX(1)​]=n⋅nλ1​=λ1​

*

Var(nX(1))=n2⋅1(nλ)2=n2n2λ2=1λ2\text{Var}(n X_{(1)}) = n^2 \cdot \frac{1}{(n\lambda)^2} = \frac{n^2}{n^2 \lambda^2} = \frac{1}{\lambda^2}Var(nX(1)​)=n2⋅(nλ)21​=n2λ2n2​=λ21​

✅ So this is correct — the variance of nX(1)n X_{(1)}nX(1)​ is constant: 1λ2\frac{1}{\lambda^2}λ21​

But in the review sheet from Dr. Y, it says:

Var(nX(1))=1λ2n\text{Var}(nX_{(1)}) = \frac{1}{\lambda^2 n}Var(nX(1)​)=λ2n1​

Hmm... That would be the variance of Xˉ\bar{X}Xˉ, not nX(1)n X_{(1)}nX(1)​. I believe the notes may have a typo there. Let me verify this in a second message."
T2,Course B,T2_B_07,Q14_equity,Q14_equity,Yes I do feel that the AI tutor accommodates the needs of all students equally since it also understands other languages as well and does not discriminate or judge.
T2,Course B,T2_B_07,Q15_critthink,Q15_critthink,"It has definitely helped me be able to think critically, typically after spending a while with the AI tutor I find out how easy the problem actually was and I just didn't understand the concepts fully."
T2,Course B,T2_B_07,Q16_suggest,Q16_suggest,Id say that one of the best things that could be done are to have a step by step solution for every problem if possible so that the AI tutor wont contradict itself and perhaps ask the students a few questions about what they do know about the subject if they are just completely lost on how to start a problem instead of just showing the whole answer.
T2,Course B,T2_B_08,Q12_balance,Q12_balance,They definitely help me succeed by allowing me to get past roadblocks in my memory that prevent me from working through a problem quickly.
T2,Course B,T2_B_08,Q13_features,Q13_features,"I found that how it doesn't give me the full solution to be very helpful because it becomes like a step by step guide, but I do feel that its explanation to the solutions skip a lot of steps when you are ready to see the final answer."
T2,Course B,T2_B_08,Q14_equity,Q14_equity,Yes I do feel it accomodates everyone equally.
T2,Course B,T2_B_08,Q15_critthink,Q15_critthink,"It has definitely helped me many times get past a roadblock in many problems especially when I'm just stuck, however I have noticed I always use it to help me get unstuck on a problem. I especially notice that I want to use it to help me get unstuck on problems on tests, but then its not there for me to use."
T2,Course B,T2_B_08,Q16_suggest,Q16_suggest,Maybe tell it to not skip steps and definitely elaborate more.
T2,Course B,T2_B_09,Q12_balance,Q12_balance,ChatGPT helps understand complex topics by explaining them in simple terms
T2,Course B,T2_B_09,Q13_features,Q13_features,"I like when I ask about a certain theorems and it gives me the formulas that I need, so I don’t have to waste time looking for the formulas in the book. I think the features that need improvement maybe have like visuals and going into detail with every step and also learning how to ask the right questions."
T2,Course B,T2_B_09,Q14_equity,Q14_equity,Yes
T2,Course B,T2_B_09,Q15_critthink,Q15_critthink,At the beginning it would just give the answers but once’s the professor fixed it has helped me think more about the problems.
T2,Course B,T2_B_09,Q16_suggest,Q16_suggest,No
T2,Course B,T2_B_10,Q12_balance,Q12_balance,AI is helpful when I have questions outside of office hours and late night studying.
T2,Course B,T2_B_10,Q13_features,Q13_features,"I came across a question with the last version that the bot could answer because it had the solution but it could not explain the solution to me. After arguing with it, I gave up and asked Dr. Y and he was able to explain."
T2,Course B,T2_B_10,Q14_equity,Q14_equity,"I feel it accommodates everyone equally. At first I struggled to learned how to ask the right questions but after going over how to ask questions in class, everything has been great."
T2,Course B,T2_B_10,Q15_critthink,Q15_critthink,If I get the same result as the AI then I ask it to elaborate on certain steps or help point out how I can recognize the type of problem and the method of solution faster. If I don't get the same results as the AI I have it explain where I went wrong.
T2,Course B,T2_B_10,Q16_suggest,Q16_suggest,No suggestions
T2,Course B,T2_B_11,Q12_balance,Q12_balance,It helps the work part happen faster and less stressful
T2,Course B,T2_B_11,Q13_features,Q13_features,It has the notes and pretty well detailed explanations.
T2,Course B,T2_B_11,Q14_equity,Q14_equity,It does
T2,Course B,T2_B_11,Q15_critthink,Q15_critthink,For myself it allows me to work at my own pace and the answers it gave were helpful.
T2,Course B,T2_B_11,Q16_suggest,Q16_suggest,for the AI assignments have the questions be a pdf by itself. For the exam 2 AI assignment I asked for one question and it only gave me part of it
T2,Course B,T2_B_12,Q12_balance,Q12_balance,AI is a great tool to help me manage and succeed in my courses as it provides instant feedback.
T2,Course B,T2_B_12,Q13_features,Q13_features,"I find personalizing your own AI chatbot to be the most helpful AI feature, as it allows you to customize your own tutor, covering only subjects you choose, and ask it to solve certain problems in a specific way."
T2,Course B,T2_B_12,Q14_equity,Q14_equity,"The AI tutor accommodates the majority of student needs equally. However, some students are visual learners, and AI chatbots tend to struggle in this area"
T2,Course B,T2_B_12,Q15_critthink,Q15_critthink,"AI tutors are very helpful for providing similar problems, allowing me to practice in areas where I struggle. However, one issue is that they sometimes give the full solution upfront, even when programmed/asked to provide steps one at a time."
T2,Course B,T2_B_12,Q16_suggest,Q16_suggest,"It would be more beneficial if AI tutoring systems improved their ability to provide visual aids like graphs, charts, and diagrams."
T2,Course B,T2_B_13,Q12_balance,Q12_balance,They help me catch up on topic I may have missed from lectures.
T2,Course B,T2_B_13,Q13_features,Q13_features,I enjoy the steps and what chapter I can go to for extra information.
T2,Course B,T2_B_13,Q14_equity,Q14_equity,I think it does accommodate the needs.
T2,Course B,T2_B_13,Q15_critthink,Q15_critthink,It helps me by giving the steps so if my answer is wrong I can go to where I messed up on.
T2,Course B,T2_B_13,Q16_suggest,Q16_suggest,none at this moment
T2,Course B,T2_B_14,Q12_balance,Q12_balance,Helps me recall material and helps me manage my time
T2,Course B,T2_B_14,Q13_features,Q13_features,The step by step and definitions
T2,Course B,T2_B_14,Q14_equity,Q14_equity,Yes it’s helped my helping me understand things and what the problem is asking
T2,Course B,T2_B_14,Q15_critthink,Q15_critthink,It’s help so much when I don’t know how to set up things and why they are done that way
T2,Course B,T2_B_14,Q16_suggest,Q16_suggest,It is great
T3,Course A,T3_A_01,Q12_balance,Q12_balance,AI tools have help me better understand the subject I've been taught in any course. especially statistic since AI Tutor is a stat generated GPT it has shown me the step and if I have any questions is gives me the necessary information and more.
T3,Course A,T3_A_01,Q13_features,Q13_features,"i really like that R-Studio feature the most help full, at first i didn't know how to deal with R but by the end of the course AI tutor has taught me they all that codes the professor showed that i forgot."
T3,Course A,T3_A_01,Q14_equity,Q14_equity,yes it is pretty fair.
T3,Course A,T3_A_01,Q15_critthink,Q15_critthink,i would say AI tutor has a positive impact to thinking critically and solve problems independently because the ai always gives back-up question to follow up on the question previously asked.
T3,Course A,T3_A_01,Q16_suggest,Q16_suggest,no i would say the AI tutoring system is AWESOME.
T3,Course A,T3_A_02,Q12_balance,Q12_balance,I use it as a tool to help me with r codes
T3,Course A,T3_A_02,Q13_features,Q13_features,I really don’t know
T3,Course A,T3_A_02,Q14_equity,Q14_equity,Yes
T3,Course A,T3_A_02,Q15_critthink,Q15_critthink,It helped me by giving me feedback
T3,Course A,T3_A_02,Q16_suggest,Q16_suggest,No
T3,Course A,T3_A_03,Q12_balance,Q12_balance,AI tools help me by remembering certain steps from the lesson that I missed. Or if I missed a class due to sports traveling it helped me catch up too.
T3,Course A,T3_A_03,Q13_features,Q13_features,I thought the R studio and hypothesis testing features were great and the same exact thing as what we learned in class.
T3,Course A,T3_A_03,Q14_equity,Q14_equity,Yes I think that it can make altercations for any student.
T3,Course A,T3_A_03,Q15_critthink,Q15_critthink,"It has helped me think critically becuase it won’t give you the fully answer, but it will help you get there."
T3,Course A,T3_A_03,Q16_suggest,Q16_suggest,I think that it is a great tool and was very helpful this semesters. I don’t think it needs any improvements.
T3,Course A,T3_A_04,Q12_balance,Q12_balance,They help by making all the explanations to questions organized and clear.
T3,Course A,T3_A_04,Q13_features,Q13_features,I found all of the different bots helpful. I thought all of the options for specific things such as the design of experiments bot were very great.
T3,Course A,T3_A_04,Q14_equity,Q14_equity,The AI tutor does accommodate to the needs of all students equally.
T3,Course A,T3_A_04,Q15_critthink,Q15_critthink,The AI tutor has heled my ability to think critically. The AI tutor helped me explain some things when I did the ANOVA and Duncan tests analysis when I did my group project.
T3,Course A,T3_A_04,Q16_suggest,Q16_suggest,I think everything was great! :)
T3,Course A,T3_A_05,Q12_balance,Q12_balance,"They help my ability to manage and succeed because I am able to ask questions however I wish until I understand a concept, allowing me to grasp the material where I have troubles."
T3,Course A,T3_A_05,Q13_features,Q13_features,I don't have specific examples but I do find the R code inputs to be very effective.
T3,Course A,T3_A_05,Q14_equity,Q14_equity,I do believe that it accommodates the needs of all students equally as it allows us to ask questions we understand and continue until we have understanding results.
T3,Course A,T3_A_05,Q15_critthink,Q15_critthink,"It has helped remind me of concepts to use throughout the course, therefore enhancing my ability to solve problems independently."
T3,Course A,T3_A_05,Q16_suggest,Q16_suggest,N/A
T3,Course A,T3_A_06,Q12_balance,Q12_balance,Ai tools helped hinder my ability to manage and succeed because it gave me the bases to how to understand a specific topic in the classroom. I definitely feel like I've learned a lot from it and practiced a lot to get where I am today. Despite the doubts I had because my other classes were taking a tole on me I still managed to keep up and understand somewhat with the help of this Ai tool.
T3,Course A,T3_A_06,Q13_features,Q13_features,I found that it explains every step in the statistical math problems that were asked in the assignments. I learned and practiced with the help of that.
T3,Course A,T3_A_06,Q14_equity,Q14_equity,Yes the AI tutor did accommodate my needs and everyone else's because it seemed to help everyone in the class room succeed.
T3,Course A,T3_A_06,Q15_critthink,Q15_critthink,I could ask it to provide me with practice questions and thats the way I practiced for the final exam.
T3,Course A,T3_A_06,Q16_suggest,Q16_suggest,No suggestions
T3,Course A,T3_A_07,Q12_balance,Q12_balance,It help speed up the process when it came to assignments as well as personal plans.
T3,Course A,T3_A_07,Q13_features,Q13_features,It was very helpful because it was class specific.
T3,Course A,T3_A_07,Q14_equity,Q14_equity,Yes
T3,Course A,T3_A_07,Q15_critthink,Q15_critthink,It help speed up the process when it came to assignments as well as personal pl
T3,Course A,T3_A_07,Q16_suggest,Q16_suggest,N/A
T3,Course A,T3_A_08,Q12_balance,Q12_balance,They help me understand a subject better it explains it in part which is why I like it.
T3,Course A,T3_A_08,Q13_features,Q13_features,That it breaks down everything not just giving you the answer it helps you understand.
T3,Course A,T3_A_08,Q14_equity,Q14_equity,Yes it does accommodate students needs.
T3,Course A,T3_A_08,Q15_critthink,Q15_critthink,It hasn’t affected my ability to think critically.
T3,Course A,T3_A_08,Q16_suggest,Q16_suggest,None
T3,Course A,T3_A_09,Q12_balance,Q12_balance,AI helps me compartmentalize the question at hand to effectively utilize my time.
T3,Course A,T3_A_09,Q13_features,Q13_features,I found the R tutor most helpful but at times I felt the code written was a little more than what was needed as the in class examples required much simpler versions of the codes.
T3,Course A,T3_A_09,Q14_equity,Q14_equity,I do not think AI accommodates the needs of all students equally; I think a student's effectiveness at utilizing prompts determines the quality of a student's experience with AI.
T3,Course A,T3_A_09,Q15_critthink,Q15_critthink,"At times I would find myself leaning on AI too much; if I needed to solve a problem for a test, I would find myself lacking the critical thinking needed to tackle certain problems."
T3,Course A,T3_A_09,Q16_suggest,Q16_suggest,I think the school is leaning the right way in introducing AI to the students and faculty; incorporating the feedback of the students and faculty will really help tailor AI to fulfill their needs.
T3,Course A,T3_A_10,Q12_balance,Q12_balance,Helps me get my homework done faster because I can understand the concepts faster.
T3,Course A,T3_A_10,Q13_features,Q13_features,The r script tutor was the most helpful with reminding me for r codes. Using it for studying it when it generates questions from a study guide gets challenging when it gives you questions not related to what we actually learned.
T3,Course A,T3_A_10,Q14_equity,Q14_equity,"Yes, if you are taught how to use /prompt the tool."
T3,Course A,T3_A_10,Q15_critthink,Q15_critthink,It makes it harder to want to actually learn the material when you know you can just search up the answer.
T3,Course A,T3_A_10,Q16_suggest,Q16_suggest,Make sure the scope of what it can generate is limited to what you actually need it for so it doesn't generate things you don't need.
T3,Course A,T3_A_11,Q12_balance,Q12_balance,Helps me make plans and also summarise bigger things.
T3,Course A,T3_A_11,Q13_features,Q13_features,The one that helps you with your R codes.
T3,Course A,T3_A_11,Q14_equity,Q14_equity,"Yes, everyone gets the opportunity to have a “personal instructor” outside of class."
T3,Course A,T3_A_11,Q15_critthink,Q15_critthink,"Yes, when preparing for exams"
T3,Course A,T3_A_11,Q16_suggest,Q16_suggest,Just keep making sure that they are consistent
T3,Course A,T3_A_12,Q12_balance,Q12_balance,It helps give me ideas.
T3,Course A,T3_A_12,Q13_features,Q13_features,I find how quick it is is useful. I think it needs to improve it’s information sometimes it is outdated
T3,Course A,T3_A_12,Q14_equity,Q14_equity,Yes it is equal
T3,Course A,T3_A_12,Q15_critthink,Q15_critthink,I don’t have to think if I search up a math problem i can see the answer
T3,Course A,T3_A_12,Q16_suggest,Q16_suggest,Not of as right now
T3,Course A,T3_A_13,Q12_balance,Q12_balance,I did not connect my HSI-1 account to ChatGPT so it hindered my ability to do certain assignments.
T3,Course A,T3_A_13,Q13_features,Q13_features,Most helpful was the explanations
T3,Course A,T3_A_13,Q14_equity,Q14_equity,Yes
T3,Course A,T3_A_13,Q15_critthink,Q15_critthink,It helped me when comping up for reasons why certain formulas work and some don't
T3,Course A,T3_A_13,Q16_suggest,Q16_suggest,N/A
T3,Course B,T3_B_01,Q12_balance,Q12_balance,"Considering my work-life-class balance, AI tools definitely help since it is accessible at any time any day."
T3,Course B,T3_B_01,Q13_features,Q13_features,"The features that I find most helpful is its availability and its positivity when explaining and its positivity even when having to explain something multiple times. Something that needs improvement is the applicability of the AI tutor, I feel that there should be a better/clearer way to use the AI tutor during lecture while giving students time to use it as well."
T3,Course B,T3_B_01,Q14_equity,Q14_equity,"Yes, since it cannot treat you differently and can even communicate in different languages."
T3,Course B,T3_B_01,Q15_critthink,Q15_critthink,Yes it has helped me especially when it came to hypothesis testing and identifying what our hypothesis was.
T3,Course B,T3_B_01,Q16_suggest,Q16_suggest,"It would be helpful if there were more assignments  with tutor assistance but less questions on each assignment. Ex: Having 10 AI assisted assignments throughout the course 1 every friday except the first week, last week, or test weeks with about 3-4 questions each assignment in order for students to keep that familiarity with using the tool and so that students can have weekly practice with problems as well instead of having only a few large question assignments."
T3,Course B,T3_B_02,Q12_balance,Q12_balance,They help with helping me understand different methods of solving one question or assignment.
T3,Course B,T3_B_02,Q13_features,Q13_features,I find the use of being able to pull any information from the book from the AI is useful.
T3,Course B,T3_B_02,Q14_equity,Q14_equity,I have not found any challenges.
T3,Course B,T3_B_02,Q15_critthink,Q15_critthink,"It has sometimes become a tool of reliance, where I may not think or need to think about how to solve the question anymore."
T3,Course B,T3_B_02,Q16_suggest,Q16_suggest,Less straightforward answering maybe.
T3,Course B,T3_B_03,Q12_balance,Q12_balance,It allows for my time to be more efficient.
T3,Course B,T3_B_03,Q13_features,Q13_features,The ability to bring back terms or concepts discussed in earlier chapters
T3,Course B,T3_B_03,Q14_equity,Q14_equity,yes I would say that everyone benefits from this in some way
T3,Course B,T3_B_03,Q15_critthink,Q15_critthink,It helps me as it serves as a very useful tool
T3,Course B,T3_B_03,Q16_suggest,Q16_suggest,I would say that at times it wouldn’t talk about the right example
T3,Course B,T3_B_04,Q12_balance,Q12_balance,It makes things easier
T3,Course B,T3_B_04,Q13_features,Q13_features,Adding notes and books into the GPT is most helpful.
T3,Course B,T3_B_04,Q14_equity,Q14_equity,Yes
T3,Course B,T3_B_04,Q15_critthink,Q15_critthink,Not really
T3,Course B,T3_B_04,Q16_suggest,Q16_suggest,Give the class the pdf for the assignment as well. For the assignment where the GPT only had the file there were times I wouldn’t get the full question
T3,Course B,T3_B_05,Q12_balance,Q12_balance,AI tools have improved my ability to manage tasks and succeed by acting as a tutor that provides quick feedback and practice problems to work through.
T3,Course B,T3_B_05,Q13_features,Q13_features,"An AI tutor can be utilized at the user's convenience. However, the provided instructions aren’t always followed. Sometimes, when you ask for a specific method, it doesn’t adhere to the request. It may also fail to explain the process fully, offering shortcut methods instead—even when explicitly asked to avoid doing so."
T3,Course B,T3_B_05,Q14_equity,Q14_equity,"The AI tutor accommodates the needs of most students. Many benefit from AI tutoring, but others may not learn effectively because they can abuse the system—simply receiving answers instead of engaging in the learning process."
T3,Course B,T3_B_05,Q15_critthink,Q15_critthink,The AI tutor improved my ability to think critically and solve problems independently by providing detailed step-by-step processes and examples of similar problems. This has given me more confidence in solving problems.
T3,Course B,T3_B_05,Q16_suggest,Q16_suggest,none
T3,Course B,T3_B_06,Q12_balance,Q12_balance,It helps me by its way of the convenience of using and having accurate information whenever I feel like working on schoolwork.
T3,Course B,T3_B_06,Q13_features,Q13_features,I can find no issue with features at present.
T3,Course B,T3_B_06,Q14_equity,Q14_equity,OpenAI is accessible and offers many ways to use its product. So far it accommodates my needs. I can't speak for another.
T3,Course B,T3_B_06,Q15_critthink,Q15_critthink,It particularly helps me to identify and connect theorems to the material I'm requesting assistance with.
T3,Course B,T3_B_06,Q16_suggest,Q16_suggest,None suggestions at this time.
T3,Course B,T3_B_07,Q12_balance,Q12_balance,"I feel that AI tools did help my work-life-class balance because it helped me get through problems quicker and helped me get unstuck when I was stuck on problems. Also, I am a student who loves checking each step and checking the full question with answer key or solution and checking with chatGPT really helps me with that. I do have to say it has hindered my ability to think on my own at times, and if I didn't have the AI tutor if I got stuck I wouldn't know how to move forward."
T3,Course B,T3_B_07,Q13_features,Q13_features,"I found the AI's abilities to only provide small hints and partial steps really useful in helping me learn, however it does get really confused when you ask it to reference a certain question or even when you give it a question sometimes it thinks you are doing a completely different question."
T3,Course B,T3_B_07,Q14_equity,Q14_equity,"No I feel it all accommodates students equally now that we have access to chat GPT premium before I felt that I had to have chatGPT premium to fully use the AI tutor, but now its equal."
T3,Course B,T3_B_07,Q15_critthink,Q15_critthink,I do feel that overtime it definitely has hindered my ability to think critically because there is an ai tutor crutch that I can use whenever I get stuck. Instead of genuinely thinking of how to get unstuck on a problem and therefore learning in the process I have a tendency to use the tutor and skipping that critical thinking completely.
T3,Course B,T3_B_07,Q16_suggest,Q16_suggest,No suggestion here besides improving how it references questions so when we ask for a certain question it produces the right question or answers the right question.
T3,Course B,T3_B_08,Q12_balance,Q12_balance,AI helps me in school by explaining what questions are asking or explaining complex subjects
T3,Course B,T3_B_08,Q13_features,Q13_features,I like that I can ask for a specific theorem and it gives it to me instead of wasting time looking for it
T3,Course B,T3_B_08,Q14_equity,Q14_equity,"Yes, because I usually struggle with English and AI has helped understand better what we are doing in class"
T3,Course B,T3_B_08,Q15_critthink,Q15_critthink,"Sometimes yes, because it would spit out the answer but if I ask with the right prompt it helps me think"
T3,Course B,T3_B_09,Q12_balance,Q12_balance,"Sometimes, as a student, you are so stacked with assignments and homework that you just want to get it out of the way. The AI tools have helped with completing assignments quickly and on time, but it hinders the learning process at the same time. Now, if you actually take time to let it teach you and help you through concepts, it helps in the our success; however, many students unfortunately do not have the time for that."
